0.942, 0.0580
0.943, 0.0570
0.944, 0.0560
0.945, 0.0550
0.946, 0.0540
0.947, 0.0530
0.948, 0.0520
0.949, 0.0510
0.950, 0.0500
0.951, 0.0490
0.952, 0.0480
0.953, 0.0470
0.954, 0.0460
0.955, 0.0450
0.956, 0.0440
0.957, 0.0430
0.958, 0.0420
0.959, 0.0410
0.960, 0.0400
0.961, 0.0390
0.962, 0.0380
0.963, 0.0370
0.964, 0.0360
0.965, 0.0350
0.966, 0.0340
0.967, 0.0330
0.968, 0.0320
0.969, 0.0310
0.970, 0.0300
0.971, 0.0290
0.972, 0.0280
0.973, 0.0270
0.974, 0.0260
0.975, 0.0250
0.976, 0.0240
0.977, 0.0230
0.978, 0.0220
0.979, 0.0210
0.980, 0.0200
0.981, 0.0190
0.982, 0.0180
0.983, 0.0170
0.984, 0.0160
0.985, 0.0150
0.986, 0.0140
0.987, 0.0130
0.988, 0.0120
0.989, 0.0110
0.990, 0.0100
0.991, 0.0090
0.992, 0.0080
0.993, 0.0070
0.994, 0.0060
0.995, 0.0050
0.996, 0.0040
0.997, 0.0030
0.998, 0.0020
0.999, 0.0010
1, 0.0000
